frame,bass,low_mid,mid,high_mid,high,beat,energy
1157,0.159487,0.123987,0.176213,0.009922,0.011326,0.0,0.16991
1158,0.131692,0.110992,0.21336,0.012888,0.002256,0.0,0.141868
1159,0.134166,0.176125,0.205552,0.069727,0.245103,0.0,0.14918
1160,0.788757,0.159138,0.0823,0.024921,0.014303,1.0,0.795757
1161,0.164806,0.127483,0.198404,0.086031,0.001182,0.0,0.175883
1162,0.108166,0.139376,0.203201,0.14083,0.032047,0.0,0.120722
1163,0.09528,0.208529,0.215288,0.125861,0.005929,0.0,0.113218
1164,0.144455,0.126702,0.178471,0.105817,0.001074,0.0,0.155393
1165,0.063187,0.156266,0.162401,0.093432,0.333929,0.0,0.076725
1166,0.049863,0.208638,0.157195,0.056834,0.065247,0.0,0.067249
1167,0.079191,0.16946,0.108666,0.059898,0.001569,0.0,0.09278
1168,0.072801,0.11731,0.20734,0.123412,0.048759,0.0,0.084011
1169,0.060485,0.14545,0.22261,0.07396,0.012778,0.0,0.074001
1170,0.057838,0.171225,0.310039,0.062447,0.001428,0.0,0.074459
1171,0.03877,0.25622,0.509281,0.087857,0.287547,0.0,0.064628
1172,0.121811,0.118786,0.339815,0.082244,0.036958,0.0,0.134483
1173,0.104937,0.117962,0.209797,0.085292,0.00264,0.0,0.115915
1174,0.103498,0.163496,0.235164,0.082452,0.008773,0.0,0.118215
1175,0.078333,0.269808,0.176641,0.06626,0.004017,0.0,0.100332
1176,0.067094,0.08058,0.114669,0.073828,0.001377,0.0,0.074267
1177,0.079504,0.093228,0.126118,0.092492,0.525817,0.0,0.087744
1178,0.094418,0.233823,0.119773,0.09113,0.120499,0.0,0.112895
1179,0.075205,0.230273,0.11389,0.015538,0.002664,0.0,0.093345
1180,0.095602,0.181485,0.119847,0.021483,0.071363,0.0,0.11005
1181,0.101829,0.1909,0.087409,0.011446,0.024714,0.0,0.11647
1182,0.083688,0.150624,0.092949,0.008385,0.00086,0.0,0.095538
1183,0.061903,0.119294,0.099984,0.019856,0.213702,0.0,0.071715
1184,0.066043,0.312436,0.138292,0.015659,0.050418,0.0,0.090703
1185,0.079673,0.194526,0.154513,0.022605,0.001182,0.0,0.095682
1186,0.087248,0.153907,0.166942,0.016703,0.06716,0.0,0.100338
1187,0.123776,0.224911,0.095219,0.012324,0.010604,0.0,0.140888
1188,0.067565,0.095561,0.058953,0.010103,0.000603,0.0,0.074981
1189,0.063075,0.285583,0.097631,0.049608,0.516269,0.0,0.085294
1190,1.0,0.096808,0.028961,0.006793,0.086223,1.0,1.0
1191,0.226925,0.115974,0.03008,0.002198,0.000836,0.0,0.234241
1192,0.138518,0.082897,0.030699,0.005489,0.001731,0.0,0.144059
1193,0.265223,0.089087,0.024287,0.005263,0.003077,0.0,0.270173
1194,0.138272,0.050394,0.015956,0.002611,0.00017,0.0,0.141191
1195,0.089797,0.101609,0.030962,0.004341,0.045423,0.0,0.097106
1196,0.125068,0.131668,0.053861,0.005959,0.017239,0.0,0.134659
1197,0.159149,0.072191,0.042745,0.00256,0.000581,0.0,0.163895
1198,0.103437,0.119528,0.072577,0.004848,0.006549,0.0,0.11254
1199,0.173593,0.220349,0.113251,0.002435,0.005079,0.0,0.190213
1200,0.174632,0.13684,0.049585,0.001468,0.000169,0.0,0.184163
1201,0.144553,0.124144,0.094951,0.092522,0.495168,0.0,0.154173
1202,0.107491,0.159221,0.166348,0.109877,0.210642,0.0,0.120986
1203,0.101502,0.121961,0.106032,0.011803,0.005541,0.0,0.111266
1204,0.135783,0.128914,0.088789,0.006478,0.006033,0.0,0.145561
1205,0.083078,0.272647,0.113335,0.002399,0.009087,0.0,0.104282
1206,0.091245,0.214416,0.115561,0.001551,0.000373,0.0,0.108081
1207,0.088853,0.253358,0.140728,0.069417,0.180653,0.0,0.109077
1208,0.155712,0.194085,0.13626,0.004057,0.026822,0.0,0.17083
1209,0.079596,0.242824,0.144425,0.002094,0.000399,0.0,0.099027
1210,0.15799,0.240862,0.145678,0.005346,0.015036,0.0,0.176701
1211,0.117806,0.249211,0.144576,0.001747,0.004652,0.0,0.137423
1212,0.211769,0.298014,0.162282,0.003077,0.000301,0.0,0.234546
1213,0.092831,0.252975,0.171263,0.006941,0.22561,0.0,0.113303
1214,0.149574,0.343324,0.134158,0.003124,0.040996,0.0,0.175817
1215,0.130072,0.22596,0.173488,0.001618,0.000999,0.0,0.148257
1216,0.136158,0.405026,0.198539,0.019019,0.036902,0.0,0.167997
1217,0.158053,0.430617,0.196656,0.012529,0.020059,0.0,0.191593
1218,0.118135,0.302305,0.196589,0.002653,0.000941,0.0,0.142409
1219,0.096631,0.353664,0.172993,0.010817,0.228698,0.0,0.1246
1220,0.097389,0.400906,0.128118,0.004605,0.043694,0.0,0.128236
1221,0.104464,0.221035,0.133217,0.001967,0.001156,0.0,0.121932
1222,0.073956,0.337151,0.140522,0.006837,0.012222,0.0,0.100407
1223,0.086937,0.397165,0.153034,0.002937,0.004154,0.0,0.117918
1224,0.072752,0.344693,0.228668,0.002457,0.00056,0.0,0.100962
1225,0.083408,0.288503,0.265387,0.121918,0.585239,0.0,0.108098
1226,0.081235,0.154868,0.195653,0.166457,0.1909,0.0,0.095102
1227,0.080283,0.155832,0.097619,0.010917,0.004303,0.0,0.092615
1228,0.09277,0.183244,0.087316,0.010614,0.108106,0.0,0.106913
1229,0.073821,0.24006,0.11449,0.00632,0.055601,0.0,0.092695
1230,0.115459,0.173381,0.048679,0.001984,0.001653,0.0,0.128149
1231,0.067649,0.067789,0.05304,0.016061,0.316829,0.0,0.072947
1232,0.057616,0.087209,0.077794,0.004686,0.066135,0.0,0.064737
1233,0.074621,0.153537,0.041647,0.001687,0.001648,0.0,0.086048
1234,0.093277,0.083318,0.036302,0.007876,0.081701,0.0,0.099279
1235,0.163016,0.212527,0.056792,0.003421,0.037519,0.0,0.178372
1236,0.14098,0.154182,0.035353,0.00249,0.001068,0.0,0.151866
1237,0.095066,0.158458,0.046635,0.070239,0.403543,0.0,0.106917
1238,0.360688,0.16763,0.05184,0.0053,0.099355,1.0,0.371137
1239,0.051652,0.076708,0.080752,0.000818,0.000702,0.0,0.058066
1240,0.073362,0.094384,0.144924,0.003306,0.002087,0.0,0.081801
1241,0.09458,0.144805,0.122239,0.002432,0.006009,0.0,0.106301
1242,0.133361,0.11869,0.084147,0.003107,0.00044,0.0,0.142327
1243,0.123715,0.09911,0.098591,0.003031,0.030739,0.0,0.131495
1244,0.125336,0.230588,0.144421,0.003676,0.018093,0.0,0.143512
1245,0.062541,0.116453,0.188227,0.002886,0.000645,0.0,0.073292
1246,0.091458,0.110652,0.154098,0.004154,0.016488,0.0,0.101097
1247,0.1404,0.231131,0.0563,0.009808,0.015063,0.0,0.157316
1248,0.169151,0.166785,0.088481,0.002986,0.000534,0.0,0.181482
1249,0.112108,0.185943,0.308031,0.134628,0.754972,0.0,0.129557
1250,0.081169,0.131528,0.246591,0.14337,0.258183,0.0,0.093954
1251,0.085119,0.153185,0.18408,0.014229,0.004623,0.0,0.098396
1252,0.066987,0.229091,0.09276,0.007591,0.019599,0.0,0.084801
1253,0.07826,0.195627,0.081033,0.004181,0.010309,0.0,0.093333
1254,0.111966,0.086088,0.060906,0.002184,0.000535,0.0,0.118351
1255,0.084865,0.031781,0.094748,0.064046,0.274086,0.0,0.088
1256,0.296017,0.06744,0.040179,0.005671,0.026587,1.0,0.299339
1257,0.106188,0.068976,0.01309,0.000977,0.000435,0.0,0.110693
1258,0.024195,0.16666,0.014539,0.002598,0.010016,0.0,0.036618
1259,0.148749,0.128543,0.019573,0.001841,0.005775,0.0,0.157453
1260,0.013718,0.038807,0.015836,0.000991,0.000401,0.0,0.016719
1261,0.12564,0.061576,0.025037,0.007299,0.284738,0.0,0.129637
1262,0.05957,0.134862,0.040077,0.003735,0.101554,0.0,0.069711
1263,0.107995,0.152826,0.082871,0.001801,0.001038,0.0,0.119675
1264,0.125507,0.172028,0.138428,0.027259,0.044099,0.0,0.139284
1265,0.143441,0.29028,0.181491,0.01734,0.019834,0.0,0.166449
1266,0.1592,0.342424,0.25511,0.008859,0.001023,0.0,0.186952
1267,0.090848,0.373091,0.227368,0.018851,0.197334,0.0,0.121056
1268,0.100966,0.399811,0.17792,0.014754,0.048087,0.0,0.132399
1269,0.091821,0.350346,0.24554,0.008672,0.001634,0.0,0.120546
1270,0.084335,0.344713,0.329459,0.008755,0.006267,0.0,0.113836
1271,0.082042,0.405649,0.349439,0.007112,0.002824,0.0,0.116365
1272,0.059579,0.120041,0.181427,0.004806,0.000807,0.0,0.070531
1273,0.062204,0.210746,0.313289,0.058325,0.603209,0.0,0.081808
1274,0.090842,0.239393,0.323614,0.100658,0.226628,0.0,0.11255
1275,0.098808,0.287811,0.195288,0.020902,0.00289,0.0,0.122165
1276,0.080583,0.276091,0.248692,0.019367,0.058387,0.0,0.103931
1277,0.120781,0.213906,0.187861,0.019061,0.028651,0.0,0.138367
1278,0.096994,0.129374,0.207439,0.010635,0.001216,0.0,0.108718
1279,0.096025,0.108926,0.339614,0.015659,0.186419,0.0,0.108049
1280,0.064323,0.158664,0.2156,0.012867,0.055214,0.0,0.078595
1281,0.095542,0.148492,0.163092,0.014209,0.002595,0.0,0.108106
1282,0.075243,0.203825,0.127998,0.018528,0.120218,0.0,0.091618
1283,0.154079,0.111048,0.200205,0.012576,0.025432,0.0,0.163912
1284,0.158542,0.070803,0.091396,0.009604,0.001488,0.0,0.163862
1285,0.147248,0.338942,0.194078,0.032643,0.328301,0.0,0.174066
1286,0.544415,0.06596,0.045042,0.011132,0.079597,1.0,0.545814
1287,0.293002,0.179294,0.029831,0.0051,0.001356,0.0,0.304529
1288,0.103779,0.157873,0.059647,0.006316,0.005015,0.0,0.115561
1289,0.096171,0.091171,0.079308,0.005258,0.005414,0.0,0.10331
1290,0.234434,0.131186,0.08644,0.004595,0.000462,0.0,0.243594
1291,0.19707,0.149875,0.108659,0.005595,0.011819,0.0,0.20821
1292,0.171446,0.157843,0.192372,0.007469,0.017169,0.0,0.184514
1293,0.216396,0.189558,0.184846,0.017837,0.001351,0.0,0.231397
1294,0.172161,0.162297,0.243972,0.017793,0.011991,0.0,0.186273
1295,0.202348,0.230739,0.259733,0.016161,0.006665,0.0,0.221534
1296,0.24475,0.096537,0.199171,0.019694,0.001272,0.0,0.252809
1297,0.148965,0.1381,0.274593,0.069993,0.347077,0.0,0.16198
1298,0.156525,0.128222,0.294546,0.092901,0.146911,0.0,0.169046
1299,0.130168,0.157888,0.145653,0.014027,0.004724,0.0,0.14293
1300,0.120703,0.208763,0.12089,0.007981,0.006192,0.0,0.136978
1301,0.097619,0.259877,0.129374,0.007384,0.007022,0.0,0.117987
1302,0.102422,0.173009,0.137608,0.005768,0.000498,0.0,0.116396
1303,0.075601,0.096237,0.191244,0.025372,0.122727,0.0,0.084836
1304,0.11295,0.209085,0.124502,0.008812,0.022555,0.0,0.129358
1305,0.098526,0.135315,0.147966,0.004116,0.000853,0.0,0.109862
1306,0.12832,0.144868,0.135635,0.005387,0.010802,0.0,0.139977
1307,0.182391,0.154759,0.135634,0.005744,0.004043,0.0,0.194371
1308,0.370995,0.151276,0.08743,0.002702,0.000488,1.0,0.380621
1309,0.149387,0.124807,0.083732,0.007446,0.223763,0.0,0.158702
1310,0.11981,0.241698,0.086308,0.004404,0.065875,0.0,0.13807
1311,0.120027,0.128992,0.051392,0.002763,0.001188,0.0,0.129416
1312,0.109681,0.110066,0.072426,0.042052,0.063513,0.0,0.118098
1313,0.070401,0.16213,0.055569,0.021254,0.029439,0.0,0.082725
1314,0.084538,0.133589,0.039475,0.004502,0.001009,0.0,0.094381
1315,0.082814,0.088927,0.066762,0.018702,0.221534,0.0,0.089754
1316,0.104641,0.110353,0.058666,0.00596,0.043736,0.0,0.112867
1317,0.10449,0.099727,0.050723,0.003062,0.001704,0.0,0.111811
1318,0.07907,0.143829,0.056609,0.010022,0.010874,0.0,0.089959
1319,0.132705,0.211919,0.046245,0.0061,0.006237,0.0,0.148106
1320,0.055228,0.096762,0.036691,0.002152,0.000797,0.0,0.062512
1321,0.056035,0.035808,0.118707,0.066821,0.638126,0.0,0.060041
1322,0.060348,0.078702,0.10877,0.080549,0.243827,0.0,0.067379
1323,0.047118,0.055721,0.065351,0.009646,0.004418,0.0,0.051811
1324,0.070875,0.030687,0.041463,0.005909,0.045708,0.0,0.073195
1325,0.088336,0.144664,0.045965,0.005102,0.045553,0.0,0.099066
1326,0.099373,0.106859,0.023181,0.001955,0.001359,0.0,0.106888
1327,0.059088,0.042682,0.042975,0.019588,0.236681,0.0,0.062447
1328,0.099631,0.08077,0.047018,0.012356,0.051706,0.0,0.105547
1329,0.102879,0.056444,0.016603,0.001298,0.001233,0.0,0.106524
1330,0.088793,0.073569,0.024454,0.012369,0.07694,0.0,0.093951
1331,0.094746,0.114094,0.039583,0.010907,0.032841,0.0,0.103075
1332,0.083847,0.083848,0.040082,0.002356,0.001272,0.0,0.089998
1333,0.10044,0.072122,0.13381,0.033559,0.278035,0.0,0.106935
1334,0.686251,0.090637,0.020192,0.009432,0.104231,1.0,0.688068
1335,0.147667,0.108244,0.018478,0.001776,0.001162,0.0,0.154853
1336,0.150689,0.068229,0.028969,0.003402,0.001843,0.0,0.155019
1337,0.170144,0.074637,0.036501,0.002417,0.004126,0.0,0.174903
1338,0.132075,0.064392,0.028852,0.001195,0.000172,0.0,0.136256
1339,0.117073,0.084066,0.015335,0.00148,0.010768,0.0,0.12265
1340,0.065644,0.160835,0.027168,0.001229,0.009405,0.0,0.077487
1341,0.081809,0.100333,0.016686,0.000975,0.000307,0.0,0.088882
1342,0.081121,0.081219,0.018477,0.002504,0.014174,0.0,0.086804
1343,0.16205,0.280013,0.02543,0.00251,0.007128,0.0,0.182008
1344,0.20591,0.193467,0.011442,0.001309,0.000167,0.0,0.218899
1345,0.151728,0.067771,0.059712,0.064932,0.510957,0.0,0.156572
1346,0.104608,0.098665,0.113098,0.069853,0.157174,0.0,0.112822
1347,0.106999,0.064057,0.022332,0.008594,0.003239,0.0,0.11127
1348,0.12768,0.068108,0.013107,0.00455,0.002852,0.0,0.131962
1349,0.114106,0.159647,0.03604,0.002797,0.007923,0.0,0.125614
1350,0.124184,0.079037,0.017096,0.000758,0.000303,0.0,0.129354
1351,0.135714,0.114975,0.087715,0.033156,0.148971,0.0,0.144496
1352,0.268659,0.185945,0.054815,0.003508,0.021377,1.0,0.281205
1353,0.088838,0.09669,0.022424,0.001149,0.000473,0.0,0.095664
1354,0.042517,0.094644,0.02115,0.002458,0.005612,0.0,0.049529
1355,0.056291,0.143503,0.026973,0.001673,0.005383,0.0,0.066913
1356,0.180522,0.077066,0.032088,0.000848,0.000109,0.0,0.18532
1357,0.052483,0.066635,0.043309,0.005449,0.105819,0.0,0.057647
1358,0.053839,0.206046,0.263718,0.01034,0.090304,0.0,0.072367
1359,0.047701,0.256088,0.319575,0.009391,0.001612,0.0,0.070752
1360,0.079668,0.254948,0.332679,0.029066,0.043566,0.0,0.102606
1361,0.106836,0.147117,0.298018,0.030025,0.012361,0.0,0.121071
1362,0.065131,0.148465,0.212926,0.013332,0.000893,0.0,0.078598
1363,0.077331,0.170217,0.170571,0.017061,0.120476,0.0,0.091763
1364,0.113695,0.251824,0.295067,0.019787,0.052049,0.0,0.135615
1365,0.062039,0.230658,0.275663,0.015686,0.001566,0.0,0.082503
1366,0.045307,0.247497,0.37509,0.025909,0.007015,0.0,0.068519
1367,0.054002,0.333901,0.305262,0.022454,0.006038,0.0,0.082625
1368,0.077733,0.193016,0.354815,0.015562,0.001106,0.0,0.09635
1369,0.068539,0.139015,0.266931,0.085395,0.333629,0.0,0.082157
1370,0.096306,0.209931,0.251821,0.07945,0.2023,0.0,0.114767
1371,0.093411,0.221312,0.197107,0.022613,0.005314,0.0,0.111886
1372,0.090561,0.231588,0.233834,0.010326,0.026863,0.0,0.110302
1373,0.095849,0.361378,0.256144,0.009322,0.036899,0.0,0.125512
1374,0.104333,0.277488,0.233021,0.008918,0.00283,0.0,0.12737
1375,0.117238,0.204594,0.243269,0.014399,0.127683,0.0,0.134908
1376,0.071967,0.246493,0.316618,0.018207,0.04975,0.0,0.094097
1377,0.087389,0.286405,0.255568,0.015309,0.003004,0.0,0.111536
1378,0.081456,0.192225,0.232068,0.013854,0.033767,0.0,0.098319
1379,0.074538,0.236326,0.251997,0.011988,0.016141,0.0,0.095003
1380,0.111314,0.26502,0.278872,0.009497,0.002736,0.0,0.133993
1381,0.074951,0.24636,0.394026,0.023431,0.181675,0.0,0.098116
1382,0.486539,0.203536,0.277552,0.022938,0.103946,1.0,0.501796
1383,0.035321,0.301386,0.404427,0.014607,0.002692,0.0,0.062998
1384,0.120639,0.353309,0.441697,0.01442,0.002109,0.0,0.152037
1385,0.176163,0.255227,0.333676,0.013167,0.005101,0.0,0.19837
1386,0.063513,0.30343,0.429183,0.011988,0.000962,0.0,0.091459
1387,0.063093,0.284232,0.448932,0.016649,0.009034,0.0,0.089891
1388,0.135087,0.28708,0.4555,0.012816,0.012483,0.0,0.16163
1389,0.146055,0.295174,0.474918,0.013374,0.002393,0.0,0.173381
1390,0.112495,0.368232,0.416563,0.015831,0.007358,0.0,0.144728
1391,0.170749,0.350029,0.395783,0.012573,0.005881,0.0,0.200895
1392,0.140215,0.220023,0.227357,0.008697,0.000935,0.0,0.158625
1393,0.143321,0.137449,0.17002,0.065699,0.223149,0.0,0.154897
1394,0.09189,0.10874,0.158427,0.10791,0.178565,0.0,0.101634
1395,0.09111,0.22763,0.171106,0.018525,0.005307,0.0,0.109713
1396,0.103911,0.410464,0.161072,0.016564,0.005221,0.0,0.135886
1397,0.107011,0.536424,0.139209,0.027216,0.01021,0.0,0.14806
1398,0.102224,0.415265,0.098197,0.008361,0.001311,0.0,0.133702
1399,0.108226,0.354541,0.103669,0.024208,0.114104,0.0,0.135247
1400,0.088895,0.441688,0.042196,0.01072,0.036908,0.0,0.121687
1401,0.135637,0.29956,0.043949,0.008937,0.001789,0.0,0.157512
1402,0.117263,0.308727,0.051042,0.005164,0.007385,0.0,0.140051
1403,0.1503,0.435684,0.081501,0.006502,0.007827,0.0,0.182702
1404,0.113686,0.236636,0.040786,0.006124,0.000795,0.0,0.130998
1405,0.098259,0.178172,0.074925,0.009554,0.174172,0.0,0.111816
1406,0.10868,0.230903,0.120402,0.013241,0.111878,0.0,0.126703
1407,0.123533,0.187112,0.089115,0.012734,0.002638,0.0,0.137751
1408,0.132292,0.13962,0.14184,0.029267,0.03568,0.0,0.143655
1409,0.167464,0.239271,0.164629,0.036778,0.028749,0.0,0.186298
1410,0.108265,0.149539,0.138622,0.03688,0.004063,0.0,0.120517
1411,0.106761,0.147044,0.140461,0.038706,0.129796,0.0,0.118874
1412,0.096155,0.227777,0.366037,0.044913,0.071733,0.0,0.117427
1413,0.088934,0.161918,0.288599,0.025178,0.006379,0.0,0.104269
1414,0.101504,0.183532,0.245797,0.012407,0.007622,0.0,0.11775
1415,0.092908,0.228176,0.216863,0.02072,0.009066,0.0,0.112164
1416,0.09832,0.102154,0.171124,0.032758,0.003179,0.0,0.107555
1417,0.078857,0.107645,0.251406,0.064616,0.289742,0.0,0.089811
1418,0.11375,0.241327,0.23503,0.079568,0.216972,0.0,0.134188
1419,0.095221,0.17286,0.147416,0.043546,0.009093,0.0,0.109439
1420,0.106402,0.141785,0.113036,0.0211,0.044825,0.0,0.117718
1421,0.15664,0.131284,0.15843,0.048079,0.0276,0.0,0.167455
1422,0.131914,0.113501,0.161348,0.022611,0.004065,0.0,0.141587
1423,0.110409,0.09215,0.173155,0.033592,0.130148,0.0,0.118844
1424,0.121855,0.476863,0.188183,0.030814,0.052471,0.0,0.159031
1425,0.102546,0.136926,0.176124,0.04849,0.00422,0.0,0.114432
1426,0.095124,0.086067,0.159993,0.037573,0.028928,0.0,0.103044
1427,0.070684,0.24458,0.187312,0.028152,0.019626,0.0,0.090943
1428,0.081809,0.195363,0.13887,0.024155,0.003631,0.0,0.097654
1429,0.061284,0.150179,0.150474,0.056863,0.265946,0.0,0.074154
1430,0.655769,0.184711,0.124025,0.022185,0.094616,1.0,0.66625
1431,0.114814,0.115058,0.133468,0.041485,0.008658,0.0,0.124388
1432,0.225523,0.092675,0.130176,0.082285,0.007944,0.0,0.232615
1433,0.265013,0.114211,0.096418,0.075023,0.017771,0.0,0.272937
1434,0.16487,0.163685,0.080066,0.08713,0.005844,0.0,0.177037
1435,0.138954,0.117259,0.049992,0.093016,0.064414,0.0,0.147469
1436,0.110039,0.61695,0.05843,0.062809,0.034378,0.0,0.156026
1437,0.086694,0.445944,0.052782,0.037832,0.004234,0.0,0.120009
1438,0.075682,0.309104,0.062217,0.025373,0.03621,0.0,0.099003
1439,0.072155,0.255517,0.098823,0.036009,0.027784,0.0,0.09203
1440,0.068662,0.163898,0.110437,0.023374,0.003373,0.0,0.081878
1441,0.1074,0.116234,0.192981,0.09914,0.328774,0.0,0.118046
1442,0.102277,0.240912,0.095111,0.132542,0.221981,0.0,0.120966
1443,0.107112,0.16664,0.050628,0.030189,0.007732,0.0,0.11944
1444,0.103713,0.149645,0.062646,0.023829,0.012694,0.0,0.114954
1445,0.113667,0.250752,0.042784,0.010518,0.015871,0.0,0.132065
1446,0.117342,0.272104,0.049814,0.009594,0.00448,0.0,0.137394
1447,0.12876,0.212201,0.075453,0.023822,0.151974,0.0,0.144649
1448,0.266308,0.437432,0.05549,0.012502,0.043848,1.0,0.297616
1449,0.140923,0.338591,0.029701,0.015913,0.004361,0.0,0.165483
1450,0.156684,0.341386,0.046458,0.005456,0.020653,0.0,0.181542
1451,0.264237,0.213998,0.034073,0.006118,0.011729,0.0,0.278626
1452,0.161376,0.145686,0.036636,0.006224,0.002591,0.0,0.171499
1453,0.118756,0.155686,0.085309,0.00806,0.075447,0.0,0.130616
1454,0.099455,0.252603,0.129074,0.007287,0.071584,0.0,0.119267
1455,0.100238,0.340588,0.094929,0.005302,0.001508,0.0,0.126122
1456,0.121917,0.269542,0.137508,0.019488,0.025943,0.0,0.142953
1457,0.112328,0.27385,0.132925,0.017715,0.020017,0.0,0.133692
1458,0.120982,0.296467,0.103292,0.009823,0.002132,0.0,0.143546
1459,0.112817,0.162441,0.112853,0.017936,0.056195,0.0,0.125615
1460,0.180161,0.29138,0.092747,0.018792,0.034281,0.0,0.20177
1461,0.132776,0.241169,0.129648,0.016856,0.002476,0.0,0.151505
1462,0.116662,0.258913,0.181254,0.023956,0.020527,0.0,0.137548
1463,0.17851,0.52428,0.211574,0.033269,0.010439,0.0,0.219103
1464,0.091898,0.21341,0.293928,0.029563,0.002475,0.0,0.111123
1465,0.107312,0.217504,0.251584,0.094932,0.225799,0.0,0.126279
1466,0.126982,0.54264,0.207659,0.110953,0.271894,0.0,0.169434
1467,0.102846,0.188788,0.189262,0.041943,0.007225,0.0,0.118757
1468,0.116684,0.272078,0.207258,0.045705,0.0314,0.0,0.138941
1469,0.114103,0.362967,0.198493,0.047186,0.073667,0.0,0.143031
1470,0.116826,0.36423,0.191639,0.04765,0.007114,0.0,0.14573
1471,0.10709,0.252131,0.223772,0.063884,0.060937,0.0,0.128193
1472,0.101999,0.586834,0.198995,0.057656,0.081216,0.0,0.147707
1473,0.093699,0.38248,0.22378,0.069188,0.004102,0.0,0.124612
1474,0.083296,0.329724,0.316567,0.052625,0.02882,0.0,0.111593
1475,0.0736,0.314106,0.349977,0.059474,0.023025,0.0,0.101274
1476,0.088489,0.284819,0.382974,0.041933,0.004639,0.0,0.114285
1477,0.030389,0.224085,0.19459,0.063836,0.214715,0.0,0.049602
1478,0.343972,0.178432,0.077704,0.01977,0.130244,1.0,0.35573
1479,0.122701,0.124108,0.161249,0.011553,0.001787,0.0,0.133212
1480,0.035922,0.114637,0.142875,0.015776,0.00176,0.0,0.046147
1481,0.062878,0.289838,0.167579,0.011917,0.008875,0.0,0.086268
1482,0.163456,0.121696,0.191695,0.009131,0.000638,0.0,0.173886
1483,0.054398,0.152216,0.138577,0.009819,0.020036,0.0,0.067212
1484,0.073821,0.202847,0.173998,0.006599,0.026106,0.0,0.090731
1485,0.080689,0.178722,0.150913,0.005673,0.000722,0.0,0.095435
1486,0.098356,0.175106,0.116314,0.007583,0.006156,0.0,0.112232
1487,0.137496,0.244493,0.145379,0.00656,0.007486,0.0,0.156632
1488,0.128329,0.250283,0.137139,0.010766,0.000462,0.0,0.14786
1489,0.128609,0.106735,0.19334,0.050042,0.267806,0.0,0.138302
1490,0.104671,0.148377,0.18941,0.100434,0.177955,0.0,0.117675
1491,0.144035,0.161126,0.117286,0.016989,0.003135,0.0,0.156552
1492,0.169543,0.149128,0.19377,0.009888,0.00431,0.0,0.181999
1493,0.167641,0.132461,0.159231,0.009764,0.017824,0.0,0.178403
1494,0.183781,0.110146,0.106038,0.007103,0.000677,0.0,0.192031
1495,0.205503,0.148036,0.22052,0.020062,0.094589,0.0,0.21799
1496,0.344084,0.092998,0.128717,0.008931,0.033521,1.0,0.35015
1497,0.055906,0.152152,0.114776,0.007909,0.00107,0.0,0.068377
1498,0.085462,0.151452,0.069004,0.011981,0.015153,0.0,0.097042
1499,0.126095,0.271367,0.078778,0.010326,0.013046,0.0,0.146421
1500,0.069299,0.236938,0.059487,0.006931,0.000664,0.0,0.087226
1501,0.129564,0.186699,0.071871,0.009368,0.091803,0.0,0.143471
1502,0.127798,0.173421,0.057534,0.010814,0.126087,0.0,0.14054
1503,0.135616,0.231969,0.069771,0.008463,0.001418,0.0,0.152811
1504,0.145243,0.252777,0.103794,0.018054,0.023505,0.0,0.164393
1505,0.163735,0.408252,0.155423,0.022716,0.023895,0.0,0.195025
1506,0.117579,0.243279,0.124049,0.008622,0.00082,0.0,0.136489
1507,0.139529,0.156956,0.150922,0.01316,0.052941,0.0,0.152223
1508,0.048973,0.207944,0.071322,0.014855,0.042869,0.0,0.065074
1509,0.103023,0.162217,0.054567,0.010236,0.00212,0.0,0.115071
1510,0.119943,0.137739,0.096203,0.015448,0.008871,0.0,0.130614
1511,0.175719,0.237273,0.092498,0.010783,0.006468,0.0,0.193316
1512,0.094504,0.129875,0.050152,0.008601,0.000725,0.0,0.104147
1513,0.1258,0.054515,0.082516,0.070305,0.21434,0.0,0.130156
1514,0.075763,0.149234,0.149025,0.104993,0.242542,0.0,0.088515
1515,0.123415,0.031923,0.065474,0.016936,0.004546,0.0,0.125769
1516,0.116511,0.092799,0.075268,0.010543,0.029233,0.0,0.123572
1517,0.181021,0.14899,0.051559,0.012332,0.0583,0.0,0.191457
1518,0.145516,0.075872,0.050655,0.006328,0.001936,0.0,0.150753
1519,0.126372,0.1306,0.054662,0.016986,0.067986,0.0,0.135906
1520,0.133298,0.183582,0.122727,0.025354,0.144676,0.0,0.147666
1521,0.130593,0.159998,0.070647,0.009335,0.002319,0.0,0.142482
1522,0.156719,0.108181,0.046962,0.013504,0.041001,0.0,0.164241
1523,0.203084,0.172358,0.083452,0.013923,0.02179,0.0,0.215524
1524,0.177859,0.128067,0.079393,0.008315,0.00084,0.0,0.187128
1525,0.139101,0.282744,0.077143,0.013536,0.066403,0.0,0.160161
1526,0.387491,0.267351,0.078927,0.014421,0.120063,1.0,0.405543
1527,0.31387,0.113198,0.077716,0.008833,0.001871,0.0,0.320975
1528,0.05881,0.043169,0.112508,0.00879,0.002966,0.0,0.063117
1529,0.105082,0.103598,0.138279,0.01796,0.014477,0.0,0.113901
1530,0.080828,0.072175,0.112642,0.0111,0.000762,0.0,0.087133
1531,0.138925,0.06239,0.086299,0.009718,0.023537,0.0,0.143701
1532,0.098697,0.083025,0.139839,0.015488,0.038299,0.0,0.106052
1533,0.119777,0.082364,0.172695,0.018674,0.001323,0.0,0.127372
