frame,bass,low_mid,mid,high_mid,high,beat,energy
2634,0.089152,0.114517,0.138034,0.022385,0.001377,0.0,0.098909
2635,0.252616,0.068969,0.076861,0.015623,0.001112,1.0,0.256896
2636,0.144162,0.082158,0.066745,0.017018,0.199712,0.0,0.150127
2637,0.148832,0.078923,0.06877,0.012074,0.001931,0.0,0.154527
2638,0.154964,0.058324,0.070992,0.017642,0.00044,0.0,0.159119
2639,0.163247,0.199482,0.096351,0.019465,0.028906,0.0,0.178195
2640,0.142417,0.139755,0.035387,0.010012,0.000491,0.0,0.152233
2641,0.17382,0.134457,0.023702,0.009219,0.000332,0.0,0.182842
2642,0.124479,0.117781,0.290199,0.497394,0.412083,0.0,0.137133
2643,0.122025,0.061002,0.046614,0.023666,0.008399,0.0,0.126311
2644,0.128272,0.038726,0.023315,0.007582,0.000644,0.0,0.130507
2645,0.155908,0.136618,0.041043,0.008542,0.033141,0.0,0.165463
2646,0.157704,0.066441,0.022821,0.006261,0.000705,0.0,0.161769
2647,0.155426,0.079288,0.028785,0.005013,0.000241,0.0,0.160543
2648,0.158105,0.259914,0.091552,0.022497,0.088817,0.0,0.177533
2649,0.081485,0.089862,0.023588,0.003191,0.001313,0.0,0.087879
2650,0.025112,0.046207,0.03202,0.003177,0.000409,0.0,0.0288
2651,0.041082,0.060327,0.036917,0.005834,0.038157,0.0,0.045773
2652,0.165915,0.040032,0.033556,0.004401,0.000583,0.0,0.168095
2653,0.048956,0.060854,0.016125,0.004635,0.000354,0.0,0.05334
2654,0.08697,0.224814,0.048406,0.011111,0.131629,0.0,0.103726
2655,0.110949,0.156167,0.013788,0.004125,0.001603,0.0,0.121922
2656,0.134086,0.137654,0.019715,0.003133,0.000334,0.0,0.143584
2657,0.133925,0.302063,0.051136,0.109375,0.104284,0.0,0.15628
2658,0.111486,0.058362,0.020525,0.007928,0.00089,0.0,0.115274
2659,0.125286,0.055726,0.016097,0.003788,0.000356,0.0,0.128705
2660,0.143814,0.599644,0.024934,0.009378,0.123179,0.0,0.187713
2661,0.060396,0.081778,0.014156,0.002931,0.004709,0.0,0.06622
2662,0.114563,0.073869,0.01892,0.002522,0.000982,0.0,0.11945
2663,0.162549,0.224619,0.02185,0.00594,0.013099,0.0,0.178337
2664,0.214962,0.098859,0.016216,0.003333,0.00059,0.0,0.220909
2665,0.133094,0.06509,0.011091,0.003078,0.000244,0.0,0.137081
2666,0.107647,0.124127,0.297908,0.275618,0.504145,0.0,0.120623
2667,0.100083,0.11056,0.024957,0.011465,0.007111,0.0,0.107909
2668,0.109319,0.087116,0.022499,0.003021,0.000354,0.0,0.115281
2669,0.149103,0.125683,0.021633,0.017047,0.165812,0.0,0.157656
2670,0.158137,0.071252,0.011856,0.003226,0.002077,0.0,0.162402
2671,0.157352,0.093109,0.012155,0.005406,0.00022,0.0,0.163258
2672,0.146774,0.215586,0.070802,0.057849,0.27301,0.0,0.162782
2673,0.113256,0.147444,0.032736,0.005997,0.002583,0.0,0.123823
2674,0.120362,0.098254,0.019593,0.003346,0.000328,0.0,0.12703
2675,0.058425,0.180715,0.017601,0.016452,0.074801,0.0,0.071703
2676,0.132179,0.166472,0.014854,0.002665,0.000902,0.0,0.14377
2677,0.141666,0.119658,0.014189,0.001731,0.000183,0.0,0.149689
2678,0.455057,0.486325,0.078326,0.045938,0.357767,1.0,0.488954
2679,0.06839,0.163204,0.020261,0.002807,0.004288,0.0,0.080296
2680,0.074043,0.112728,0.012647,0.001914,0.000315,0.0,0.082045
2681,0.171874,0.228467,0.013936,0.003447,0.025654,0.0,0.187766
2682,0.132295,0.127198,0.009311,0.002457,0.000467,0.0,0.140886
2683,0.092865,0.089934,0.010342,0.003749,0.000156,0.0,0.098999
2684,0.123856,0.072848,0.017124,0.006388,0.106996,0.0,0.128585
2685,0.100585,0.070166,0.012348,0.002262,0.001962,0.0,0.105213
2686,0.105493,0.07077,0.008601,0.002047,0.00023,0.0,0.110078
2687,0.10004,0.211046,0.08121,0.028075,0.045432,0.0,0.116141
2688,0.095197,0.150146,0.019973,0.003154,0.000656,0.0,0.105924
2689,0.123327,0.106379,0.01499,0.002445,0.000146,0.0,0.130513
2690,0.095427,0.194053,0.277374,0.420752,0.514858,0.0,0.113678
2691,0.10424,0.066568,0.023623,0.019257,0.010768,0.0,0.108756
2692,0.103418,0.046124,0.021328,0.003739,0.000351,0.0,0.10636
2693,0.122542,0.11195,0.024034,0.004412,0.02747,0.0,0.130277
2694,0.12514,0.068613,0.013644,0.001978,0.000618,0.0,0.129482
2695,0.122188,0.034929,0.006365,0.001638,0.000206,0.0,0.123947
2696,0.133977,0.400319,0.067917,0.024117,0.130983,0.0,0.163725
2697,0.038548,0.114307,0.017404,0.001923,0.00146,0.0,0.047002
2698,0.200265,0.090104,0.011697,0.001621,0.000324,0.0,0.205608
2699,0.191699,0.208167,0.01383,0.005468,0.032098,0.0,0.205933
2700,0.043511,0.12164,0.008582,0.001064,0.000433,0.0,0.052351
2701,0.120935,0.090738,0.009287,0.001525,7.8e-05,0.0,0.126897
2702,0.12234,0.269526,0.085357,0.016483,0.174725,0.0,0.142668
2703,0.090432,0.185489,0.096709,0.01053,0.003116,0.0,0.10488
2704,0.094473,0.16413,0.127196,0.020893,0.000754,0.0,0.107733
2705,0.086056,0.163339,0.194267,0.097736,0.066254,0.0,0.10037
2706,0.108749,0.18495,0.164788,0.019909,0.001841,0.0,0.123958
2707,0.114507,0.17439,0.190412,0.030691,0.003249,0.0,0.129253
2708,0.177483,0.63591,0.154116,0.058476,0.145852,0.0,0.225665
2709,0.161894,0.186087,0.131211,0.052857,0.00617,0.0,0.176386
2710,0.122485,0.213042,0.163979,0.04965,0.003427,0.0,0.139721
2711,0.166083,0.260014,0.152118,0.063387,0.016982,0.0,0.186348
2712,0.11436,0.17804,0.1756,0.056749,0.004475,0.0,0.129224
2713,0.137071,0.183172,0.166236,0.046659,0.006196,0.0,0.151998
2714,0.095662,0.198449,0.35053,0.311349,0.685798,0.0,0.11505
2715,0.099526,0.112857,0.143776,0.015258,0.013072,0.0,0.109147
2716,0.109332,0.120418,0.170807,0.011546,0.000893,0.0,0.1198
2717,0.101488,0.167752,0.179313,0.028182,0.186194,0.0,0.115696
2718,0.098773,0.188001,0.204468,0.006686,0.003781,0.0,0.1148
2719,0.095348,0.159342,0.226739,0.007745,0.001374,0.0,0.109572
2720,0.097223,0.124767,0.207544,0.028879,0.217867,0.0,0.10865
2721,0.089741,0.108399,0.173404,0.009312,0.003442,0.0,0.099496
2722,0.103793,0.13846,0.191279,0.008575,0.001772,0.0,0.115919
2723,0.109457,0.253887,0.260019,0.054281,0.087886,0.0,0.13115
2724,0.102661,0.194187,0.251519,0.028859,0.003563,0.0,0.119797
2725,0.027108,0.194017,0.290437,0.016412,0.002248,0.0,0.045313
2726,0.236252,0.264865,0.131923,0.056558,0.452602,1.0,0.256084
2727,0.152268,0.116423,0.067831,0.040982,0.013025,0.0,0.160767
2728,0.084799,0.136441,0.094772,0.035047,0.002488,0.0,0.095656
2729,0.098016,0.129921,0.140322,0.077214,0.048771,0.0,0.108982
2730,0.127262,0.162131,0.111908,0.036379,0.003252,0.0,0.139943
2731,0.057929,0.152949,0.080524,0.045659,0.00206,0.0,0.070045
2732,0.060436,0.117957,0.078199,0.050411,0.175086,0.0,0.069916
2733,0.093775,0.145837,0.072227,0.028839,0.002811,0.0,0.104946
2734,0.116645,0.163803,0.067841,0.011348,0.000944,0.0,0.12889
2735,0.13095,0.189921,0.120573,0.039048,0.038737,0.0,0.145795
2736,0.121761,0.163607,0.085365,0.014871,0.000893,0.0,0.134196
2737,0.101831,0.132337,0.048009,0.009371,0.000903,0.0,0.111574
2738,0.078935,0.150245,0.458564,0.496528,0.424012,0.0,0.096636
2739,0.108206,0.159423,0.070143,0.018742,0.007182,0.0,0.120234
2740,0.083955,0.120821,0.082895,0.011188,0.000625,0.0,0.093454
2741,0.095766,0.162469,0.110881,0.013375,0.014097,0.0,0.108659
2742,0.091362,0.101774,0.057544,0.012023,0.000539,0.0,0.099043
2743,0.090517,0.134416,0.06399,0.006214,9.8e-05,0.0,0.100711
2744,0.195639,0.331496,0.144208,0.019976,0.128913,1.0,0.220823
2745,0.272841,0.154174,0.03219,0.005495,0.001946,0.0,0.282685
2746,0.060028,0.141495,0.045841,0.00331,0.000304,0.0,0.07073
2747,0.157954,0.131263,0.046202,0.006737,0.039558,0.0,0.167162
2748,0.195549,0.064373,0.039149,0.004005,0.000467,0.0,0.199389
2749,0.048652,0.07068,0.046311,0.003336,0.000154,0.0,0.054177
2750,0.110282,0.188796,0.056382,0.021492,0.189618,0.0,0.124309
2751,0.104259,0.129829,0.039003,0.005066,0.002947,0.0,0.113666
2752,0.112733,0.076629,0.046929,0.003554,0.000268,0.0,0.118221
2753,0.122037,0.212485,0.112335,0.138409,0.084677,0.0,0.138695
2754,0.115085,0.090734,0.088548,0.012465,0.000844,0.0,0.122186
2755,0.114293,0.081072,0.067529,0.00335,0.000198,0.0,0.120379
2756,0.119208,0.478389,0.072264,0.012184,0.179941,0.0,0.15492
2757,0.047985,0.053155,0.068769,0.002704,0.005831,0.0,0.052515
2758,0.098308,0.050009,0.056599,0.003645,0.000264,0.0,0.102056
2759,0.086769,0.521925,0.069558,0.012433,0.020546,0.0,0.125923
2760,0.110889,0.116501,0.08693,0.004058,0.000648,0.0,0.119903
2761,0.100704,0.085388,0.088724,0.005931,0.000246,0.0,0.107507
2762,0.088206,0.073509,0.390283,0.34115,0.651852,0.0,0.09894
2763,0.101092,0.046399,0.068629,0.025888,0.011848,0.0,0.104753
2764,0.089379,0.041377,0.062853,0.003956,0.000521,0.0,0.092638
2765,0.090699,0.067805,0.069994,0.03353,0.195635,0.0,0.096076
2766,0.08949,0.037864,0.094161,0.007409,0.003617,0.0,0.092917
2767,0.09472,0.027431,0.09742,0.007001,0.000324,0.0,0.097375
2768,0.082737,0.335002,0.101426,0.071009,0.260493,0.0,0.108558
2769,0.06503,0.074232,0.09605,0.005836,0.00139,0.0,0.071373
2770,0.077668,0.061213,0.115861,0.004483,0.00031,0.0,0.083212
2771,0.061649,0.072407,0.070754,0.035686,0.054103,0.0,0.067595
2772,0.085117,0.068749,0.105484,0.007861,0.000955,0.0,0.091031
2773,0.111741,0.050921,0.085507,0.006702,0.000362,0.0,0.115853
2774,0.263491,0.490326,0.133859,0.050116,0.475628,1.0,0.299914
2775,0.076652,0.18939,0.073829,0.00555,0.007728,0.0,0.091177
2776,0.245239,0.098997,0.09953,0.004147,0.000404,1.0,0.252098
2777,0.057399,0.066379,0.096023,0.011344,0.027535,0.0,0.063228
2778,0.225885,0.060151,0.063284,0.006158,0.000659,0.0,0.229512
2779,0.078366,0.104178,0.075865,0.005262,0.000184,0.0,0.086562
2780,0.098682,0.135982,0.127083,0.012812,0.136921,0.0,0.109807
2781,0.076029,0.103033,0.155639,0.007679,0.00185,0.0,0.085245
2782,0.081824,0.084284,0.187238,0.011318,0.000212,0.0,0.090035
2783,0.085922,0.288364,0.353465,0.069998,0.04488,0.0,0.111653
2784,0.060822,0.178245,0.235036,0.009361,0.000751,0.0,0.076832
2785,0.068617,0.060764,0.173263,0.012851,0.000353,0.0,0.07499
2786,0.073028,0.184765,0.50165,0.240072,0.372202,0.0,0.093475
2787,0.075444,0.103329,0.214243,0.039752,0.006448,0.0,0.085538
2788,0.091471,0.074319,0.265919,0.020387,0.000558,0.0,0.09995
2789,0.095548,0.137001,0.226193,0.021009,0.028494,0.0,0.108125
2790,0.103238,0.121768,0.240569,0.034387,0.001038,0.0,0.11484
2791,0.103859,0.081371,0.363828,0.068316,0.000965,0.0,0.114181
2792,0.24506,0.09801,0.28152,0.105544,0.12956,1.0,0.254502
2793,0.032682,0.048018,0.19645,0.086545,0.004127,0.0,0.038825
2794,0.189169,0.054232,0.229831,0.105455,0.006283,0.0,0.195069
2795,0.020602,0.051233,0.280818,0.127024,0.040252,0.0,0.028294
2796,0.102,0.065628,0.220937,0.107354,0.036789,0.0,0.109297
2797,0.143012,0.082254,0.276254,0.123456,0.029242,0.0,0.152012
2798,0.07977,0.158304,0.202014,0.139539,0.348898,0.0,0.093953
2799,0.104845,0.178488,0.192089,0.120862,0.025171,0.0,0.120152
2800,0.095628,0.111823,0.190196,0.169975,0.013521,0.0,0.106102
2801,0.095424,0.177058,0.297715,0.206536,0.109726,0.0,0.112285
2802,0.095988,0.079016,0.250141,0.136198,0.028067,0.0,0.104773
2803,0.09749,0.062016,0.186995,0.140514,0.037882,0.0,0.10415
2804,0.127576,0.481695,0.214469,0.122208,0.267246,0.0,0.165598
2805,0.125183,0.033204,0.22187,0.150856,0.047505,0.0,0.12998
2806,0.101635,0.037687,0.223898,0.15358,0.03684,0.0,0.106976
2807,0.129582,0.22321,0.22536,0.172146,0.027924,0.0,0.14857
2808,0.140403,0.069442,0.218916,0.139714,0.021581,0.0,0.147719
2809,0.113885,0.030485,0.181299,0.112055,0.038863,0.0,0.117946
2810,0.106165,0.083752,0.351555,0.310863,0.853363,0.0,0.116959
2811,0.086776,0.048681,0.214443,0.071462,0.021989,0.0,0.092775
2812,0.102819,0.072947,0.22218,0.055231,0.003292,0.0,0.110577
2813,0.089597,0.129433,0.276942,0.114738,0.178119,0.0,0.102518
2814,0.098802,0.079963,0.211626,0.238587,0.011517,0.0,0.107292
2815,0.095047,0.08716,0.163358,0.270307,0.011262,0.0,0.103502
2816,0.100221,0.157911,0.252638,0.285256,0.270935,0.0,0.115156
2817,0.09112,0.040298,0.215785,0.233044,0.014639,0.0,0.096763
2818,0.097599,0.060095,0.195561,0.217686,0.008502,0.0,0.104364
2819,0.138576,0.171492,0.217673,0.30784,0.069812,0.0,0.153783
2820,0.121628,0.10845,0.160731,0.198492,0.005813,0.0,0.131303
2821,0.063708,0.1167,0.06113,0.045685,0.002504,0.0,0.072819
2822,0.290529,0.22588,0.181577,0.0803,0.527407,1.0,0.307766
2823,0.055503,0.103412,0.207989,0.035074,0.011282,0.0,0.065662
2824,0.205664,0.109764,0.218558,0.045354,0.002893,0.0,0.215314
2825,0.06939,0.176005,0.230428,0.049868,0.023857,0.0,0.085178
2826,0.032886,0.131545,0.214252,0.06023,0.002097,0.0,0.045439
2827,0.116267,0.117801,0.14348,0.088527,0.001298,0.0,0.126252
2828,0.107012,0.148219,0.146883,0.066045,0.123094,0.0,0.119345
2829,0.090027,0.055065,0.114332,0.017654,0.003461,0.0,0.095023
2830,0.095522,0.081496,0.083199,0.015226,0.000637,0.0,0.102017
2831,0.109581,0.231326,0.158336,0.077541,0.053019,0.0,0.128252
2832,0.09643,0.117373,0.121917,0.025962,0.001177,0.0,0.106132
2833,0.113432,0.063945,0.098538,0.008153,0.000358,0.0,0.118679
2834,0.11338,0.110726,0.28886,0.258813,0.481466,0.0,0.125162
2835,0.082683,0.055951,0.054349,0.030576,0.011638,0.0,0.08701
2836,0.116106,0.074498,0.056329,0.017696,0.000598,0.0,0.121563
2837,0.151185,0.088932,0.0644,0.01776,0.058668,0.0,0.157562
2838,0.131886,0.082798,0.071969,0.013264,0.000957,0.0,0.138044
2839,0.103307,0.047074,0.060253,0.01365,0.000304,0.0,0.106866
2840,0.134319,0.306579,0.137999,0.052321,0.222474,0.0,0.158093
2841,0.098186,0.105404,0.079865,0.013614,0.002335,0.0,0.106392
2842,0.142053,0.094837,0.067273,0.011994,0.000475,0.0,0.148964
2843,0.057221,0.190007,0.075724,0.022125,0.076427,0.0,0.071999
2844,0.1484,0.109114,0.078962,0.014215,0.001045,0.0,0.156487
2845,0.103631,0.08397,0.073026,0.007919,0.000441,0.0,0.110097
2846,0.110894,0.288152,0.165328,0.044274,0.405253,0.0,0.133843
2847,0.081954,0.144755,0.090977,0.021853,0.006054,0.0,0.093377
2848,0.100391,0.144602,0.081466,0.014539,0.000518,0.0,0.111521
2849,0.100085,0.290086,0.181127,0.14253,0.083068,0.0,0.123627
2850,0.088097,0.124759,0.121674,0.043544,0.001983,0.0,0.09844
2851,0.081856,0.063815,0.10025,0.035444,0.000483,0.0,0.087405
2852,0.159973,0.682704,0.063851,0.076292,0.325607,0.0,0.21059
2853,0.098932,0.07908,0.11887,0.059783,0.00772,0.0,0.105783
2854,0.109429,0.045844,0.099208,0.061405,0.000694,0.0,0.113462
2855,0.102268,0.475425,0.118285,0.04435,0.016288,0.0,0.138559
2856,0.044346,0.062516,0.116751,0.096284,0.001385,0.0,0.050414
2857,0.089148,0.051415,0.15757,0.071997,0.00175,0.0,0.094561
2858,0.075619,0.063086,0.478946,0.518821,0.636897,0.0,0.087187
2859,0.108186,0.084751,0.249274,0.267757,0.020348,0.0,0.117523
2860,0.112479,0.044812,0.191155,0.3321,0.007036,0.0,0.118135
2861,0.111077,0.137001,0.160568,0.181867,0.246534,0.0,0.122942
2862,0.110959,0.048356,0.203027,0.131281,0.010185,0.0,0.1167
2863,0.110908,0.058355,0.095642,0.052074,0.001588,0.0,0.115796
2864,0.133917,0.28597,0.093266,0.131179,0.311643,0.0,0.155697
2865,0.114223,0.093179,0.093001,0.08047,0.007672,0.0,0.121692
2866,0.096416,0.113678,0.117427,0.051935,0.001445,0.0,0.105828
2867,0.211719,0.30618,0.149823,0.080433,0.081233,1.0,0.235075
2868,0.101594,0.050144,0.128373,0.056731,0.003666,0.0,0.106394
2869,0.108996,0.051027,0.14709,0.048866,0.003392,0.0,0.114046
2870,0.238316,0.376413,0.113723,0.201787,0.432961,1.0,0.266442
2871,0.099847,0.108949,0.067887,0.177037,0.017309,0.0,0.108428
2872,0.034686,0.111265,0.046405,0.219782,0.017777,0.0,0.04372
2873,0.094314,0.12223,0.085803,0.2129,0.034581,0.0,0.104233
2874,0.136241,0.068082,0.126279,0.211204,0.015454,0.0,0.142356
2875,0.071791,0.056685,0.075399,0.183333,0.018603,0.0,0.076809
2876,0.092404,0.069445,0.081004,0.264033,0.152552,0.0,0.09844
2877,0.087009,0.063663,0.03174,0.467338,0.021795,0.0,0.092336
2878,0.125823,0.040913,0.045231,0.552293,0.050524,0.0,0.129495
2879,0.094866,0.062713,0.052192,0.535815,0.076029,0.0,0.100463
2880,0.099863,0.063113,0.040986,0.638476,0.023687,0.0,0.105477
2881,0.109287,0.043645,0.096577,0.554482,0.036382,0.0,0.113988
2882,0.084133,0.134342,0.42068,0.651292,0.492799,0.0,0.100372
2883,0.091861,0.02166,0.101736,0.198111,0.059324,0.0,0.094505
2884,0.098216,0.024201,0.252134,0.263227,0.01627,0.0,0.103154
2885,0.09803,0.050373,0.188999,0.42597,0.055766,0.0,0.104347
2886,0.077546,0.034535,0.1405,0.711409,0.017206,0.0,0.082681
2887,0.084404,0.02052,0.22736,0.445428,0.027776,0.0,0.089157
2888,0.472373,0.226838,0.134082,0.406212,0.16651,1.0,0.488201
2889,0.030869,0.032103,0.112338,0.416111,0.02281,0.0,0.035278
2890,0.074698,0.033673,0.143439,0.387423,0.017104,0.0,0.079262
2891,0.109861,0.046044,0.078907,0.390967,0.0796,0.0,0.114212
2892,0.04983,0.030382,0.085029,0.399018,0.02118,0.0,0.053567
2893,0.073863,0.020939,0.130308,0.256069,0.043349,0.0,0.077079
2894,0.045596,0.100506,0.084388,0.340965,0.173174,0.0,0.054483
2895,0.059476,0.071241,0.063842,0.372207,0.02918,0.0,0.065846
2896,0.080562,0.032421,0.098064,0.321056,0.044048,0.0,0.084258
2897,0.082341,0.134164,0.172069,0.417804,0.167912,0.0,0.094778
2898,0.090434,0.066879,0.087762,0.26623,0.025646,0.0,0.096383
2899,0.103042,0.083766,0.098688,0.29833,0.048167,0.0,0.110357
2900,0.111973,0.665509,0.108205,0.331722,0.203972,1.0,0.162717
2901,0.088033,0.065905,0.098488,0.298739,0.021224,0.0,0.09413
2902,0.101964,0.04823,0.121924,0.21712,0.029162,0.0,0.106814
2903,0.091045,0.487428,0.109498,0.20663,0.066794,0.0,0.128484
2904,0.13762,0.016213,0.122185,0.19465,0.042053,0.0,0.139781
2905,0.101442,0.045892,0.147153,0.273245,0.053062,0.0,0.106565
2906,0.109777,0.0459,0.464166,0.87396,0.679388,0.0,0.12023
2907,0.08184,0.081756,0.160773,0.385517,0.074198,0.0,0.090164
2908,0.102295,0.055005,0.095187,0.189406,0.0543,0.0,0.107237
2909,0.087064,0.077764,0.149576,0.169619,0.179235,0.0,0.094527
2910,0.081537,0.058181,0.166883,0.146822,0.026943,0.0,0.08777
2911,0.107902,0.077867,0.075478,0.131932,0.010643,0.0,0.114132
2912,0.096215,0.217552,0.17221,0.260687,0.267944,0.0,0.114485
2913,0.142836,0.11975,0.153403,0.126863,0.016791,0.0,0.152966
2914,0.14274,0.135779,0.138511,0.097282,0.009578,0.0,0.15381
2915,0.116397,0.231945,0.133932,0.157044,0.127907,0.0,0.134875
2916,0.042609,0.146971,0.144664,0.123472,0.040906,0.0,0.055406
2917,0.105586,0.071819,0.105241,0.13581,0.046617,0.0,0.111796
2918,0.142074,0.355455,0.255204,0.261602,0.299,0.0,0.171389
2919,0.05061,0.129443,0.187938,0.19553,0.031686,0.0,0.062754
2920,0.077648,0.062979,0.167359,0.158223,0.029662,0.0,0.084294
2921,0.023231,0.107538,0.202777,0.171573,0.04729,0.0,0.034114
2922,0.041732,0.089697,0.200482,0.171516,0.017753,0.0,0.051112
2923,0.008438,0.049247,0.239274,0.142232,0.018607,0.0,0.015536
2924,0.034594,0.20467,0.193572,0.081258,0.16111,0.0,0.052344
2925,0.035632,0.193891,0.189809,0.061532,0.014552,0.0,0.052477
2926,0.021059,0.112722,0.166014,0.063681,0.010723,0.0,0.031654
2927,0.051709,0.380696,0.12846,0.05938,0.036891,0.0,0.081501
2928,0.033469,0.191974,0.046825,0.028904,0.003699,0.0,0.048189
2929,0.023381,0.137961,0.029251,0.026566,0.002674,0.0,0.033915
2930,0.00528,0.19504,0.389897,0.4166,0.596111,0.0,0.025815
2931,0.006804,0.055728,0.022103,0.029379,0.01407,0.0,0.011252
2932,0.005735,0.048323,0.008103,0.015802,0.00318,0.0,0.009426
2933,0.034417,0.250305,0.028068,0.020804,0.018847,0.0,0.053203
2934,0.031669,0.174896,0.012412,0.016022,0.001898,0.0,0.044642
2935,0.020321,0.104454,0.012369,0.015915,0.001141,0.0,0.028136
2936,0.417934,1.0,0.097178,0.049459,0.162706,1.0,0.490597
2937,0.097342,0.144103,0.017894,0.007391,0.003743,0.0,0.107583
2938,0.090844,0.064923,0.01025,0.007634,0.001216,0.0,0.095137
2939,0.052573,0.2773,0.009831,0.018167,0.043469,0.0,0.07298
2940,0.043332,0.165268,0.005371,0.010021,0.001412,0.0,0.055394
2941,0.01247,0.038784,0.00302,0.007436,0.000531,0.0,0.015316
2942,0.032495,0.368621,0.058123,0.033598,0.203552,0.0,0.060544
2943,0.030414,0.184762,0.004848,0.006805,0.004384,0.0,0.044012
2944,0.020407,0.108317,0.003378,0.004618,0.000585,0.0,0.028367
2945,0.034921,0.227219,0.166063,0.184666,0.133309,0.0,0.054153
2946,0.029665,0.157522,0.019926,0.008178,0.002293,0.0,0.041449
2947,0.020061,0.105537,0.006869,0.00341,0.000613,0.0,0.027863
2948,0.103753,0.954021,0.100947,0.020155,0.227361,1.0,0.17539
2949,0.014204,0.060886,0.020359,0.004267,0.003918,0.0,0.018911
2950,0.005352,0.034035,0.006366,0.002144,0.000546,0.0,0.007934
2951,0.052279,0.416758,0.094664,0.037042,0.061732,0.0,0.084253
2952,0.039442,0.190681,0.008731,0.004413,0.00116,0.0,0.05346
2953,0.030231,0.151719,0.002841,0.00456,0.000461,0.0,0.04134
2954,0.015448,0.352673,0.301493,0.539687,0.472085,0.0,0.046646
2955,0.011177,0.228692,0.012781,0.034233,0.016318,0.0,0.028348
2956,0.006033,0.066922,0.002988,0.00669,0.000801,0.0,0.011021
2957,0.016101,0.147882,0.056031,0.033927,0.217964,0.0,0.027819
2958,0.010529,0.083456,0.010111,0.003573,0.005032,0.0,0.016804
2959,0.008535,0.050162,0.003436,0.001618,0.00038,0.0,0.012253
2960,0.040624,0.323475,0.129459,0.084075,0.352439,1.0,0.066317
2961,0.042774,0.233264,0.008803,0.007389,0.007866,0.0,0.059943
2962,0.031208,0.167747,0.002045,0.002436,0.000832,0.0,0.043488
2963,0.050095,0.236505,0.023869,0.015096,0.084182,0.0,0.067673
2964,0.040551,0.126475,0.00548,0.002681,0.001845,0.0,0.049735
2965,0.028451,0.064175,0.001712,0.002078,0.000332,0.0,0.033038
2966,0.133642,0.271535,0.146708,0.070495,0.32407,1.0,0.154969
2967,0.098045,0.146415,0.026062,0.001371,0.006732,0.0,0.108553
2968,0.1048,0.078236,0.006693,0.001116,0.000324,0.0,0.109918
2969,0.036445,0.172143,0.052743,0.007009,0.040066,0.0,0.04971
2970,0.049491,0.087672,0.005375,0.001241,0.00064,0.0,0.055715
2971,0.024615,0.047743,0.001439,0.000994,0.000201,0.0,0.028002
2972,0.034939,0.317421,0.091026,0.007805,0.147837,0.0,0.059557
2973,0.043863,0.228403,0.0079,0.001248,0.002097,0.0,0.060639
2974,0.035821,0.167528,0.001347,0.001095,0.000223,0.0,0.048038
2975,0.021483,0.145232,0.078118,0.064047,0.069603,0.0,0.033305
2976,0.02076,0.130033,0.014652,0.002221,0.001,0.0,0.030483
2977,0.019268,0.091332,0.002875,0.001145,0.000264,0.0,0.02596
2978,0.016693,0.237966,0.600535,0.528279,0.531332,0.0,0.043386
2979,0.039024,0.12335,0.011396,0.037838,0.016065,0.0,0.04813
2980,0.016385,0.060959,0.001682,0.009693,0.000581,0.0,0.020837
2981,0.051418,0.372746,0.066313,0.015116,0.019978,0.0,0.079697
2982,0.028734,0.171271,0.006139,0.007058,0.000742,0.0,0.041359
2983,0.01884,0.09507,0.001734,0.010981,0.000327,0.0,0.025815
2984,0.328236,0.502938,0.070912,0.043549,0.196824,1.0,0.364221
2985,0.102504,0.14621,0.009901,0.002679,0.003807,0.0,0.112745
2986,0.065593,0.118879,0.003096,0.002144,0.000139,0.0,0.073988
2987,0.048614,0.200286,0.016905,0.010144,0.05634,0.0,0.063402
2988,0.072005,0.104772,0.002274,0.001776,0.000824,0.0,0.079289
2989,0.007263,0.038587,0.000672,0.000724,8.9e-05,0.0,0.01009
2990,0.017152,0.159461,0.050575,0.031173,0.211885,0.0,0.029644
2991,0.019429,0.10429,0.003495,0.001171,0.00434,0.0,0.027094
2992,0.008375,0.044135,0.000704,0.000592,0.000126,0.0,0.011607
2993,0.045766,0.324916,0.128777,0.088899,0.162373,0.0,0.071515
2994,0.034573,0.205552,0.018958,0.004697,0.002297,0.0,0.049875
2995,0.04198,0.2012,0.001749,0.000802,0.000158,0.0,0.056661
2996,0.072994,0.523821,0.090612,0.041606,0.278305,1.0,0.112746
2997,0.019009,0.123997,0.016925,0.000584,0.002742,0.0,0.028324
2998,0.001844,0.036695,0.002469,0.000452,6.3e-05,0.0,0.004596
2999,0.029721,0.310059,0.072746,0.028857,0.038323,0.0,0.053612
3000,0.014009,0.069665,0.013862,0.00079,0.000314,0.0,0.019277
3001,0.006816,0.049807,0.002989,0.000374,7e-05,0.0,0.010513
3002,0.03317,0.348692,0.36383,0.581151,0.538398,0.0,0.06486
3003,0.04422,0.337375,0.014122,0.016194,0.013254,0.0,0.069216
3004,0.034191,0.208492,0.000813,0.001987,0.000284,0.0,0.049463
3005,0.02891,0.21067,0.009676,0.021925,0.273554,0.0,0.044557
3006,0.031,0.118268,0.003164,0.002098,0.009677,0.0,0.039614
3007,0.015703,0.067252,0.001402,0.000764,0.000189,0.0,0.02061
3008,0.034648,0.345491,0.143787,0.083668,0.456906,0.0,0.062226
3009,0.026211,0.201189,0.014406,0.002059,0.011352,0.0,0.041186
3010,0.01582,0.098858,0.001395,0.000609,0.000295,0.0,0.023078
